respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift,lgift,lavggift
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,50,1,51.28571,.833333,1.5,35,33,3.912023,3.496508
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.142857,1.75,2,2,,.6931472
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,143,.142857,1.75,2,2,,.6931472
1,50,1,51.28571,.5,1.5,50,41.66667,3.912023,3.729702
1,30,1,51.28571,.666667,1.5,50,50,3.401197,3.912023
1,25,1,51.28571,1,1.5,25,18.33333,3.218876,2.908721
1,30,1,51.28571,1,1.5,30,26.66667,3.401197,3.283414
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,10,1,51.28571,1,1.5,10,21.66667,2.302585,3.075775
1,50,0,26.14286,.4,1.25,50,50,3.912023,3.912023
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,20,1,26.14286,.833333,1.5,25,25,2.995732,3.218876
1,40,1,51.28571,.666667,1.5,25,25,3.688879,3.218876
0,0,0,65.42857,.285714,1.75,2,2,,.6931472
0,0,1,51.28571,.666667,1.5,25,37.5,,3.624341
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,1,51.28571,1,1.5,25,19.16667,3.218876,2.953173
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,0,103.8571,.833333,1.5,50,25,3.218876,3.218876
1,20,1,51.28571,1,1.5,20,21.66667,2.995732,3.075775
1,35,1,51.28571,1,1.5,35,23.33333,3.555348,3.149883
1,50,1,51.28571,.666667,1.5,50,31.25,3.912023,3.442019
1,30,1,51.28571,.833333,1.5,30,28,3.401197,3.332205
0,0,0,143,.285714,1.75,3,2,,.6931472
1,25,1,51.28571,1,1.5,15,25,3.218876,3.218876
0,0,1,13.14286,.4,1.25,5,5,,1.609438
1,25,1,51.28571,1,1.5,25,25,3.218876,3.218876
1,22,1,51.28571,.833333,1.5,25,27,3.091043,3.295837
1,25,0,26.14286,.833333,1.5,25,25,3.218876,3.218876
1,50,1,51.28571,1,1.5,50,20,3.912023,2.995732
1,25,1,51.28571,1,1.5,25,23.33333,3.218876,3.149883
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,1,51.28571,1,1.5,25,25,3.218876,3.218876
0,0,0,143,.285714,1.75,1,1,,0
1,10,1,51.28571,.571429,1.75,10,8.25,2.302585,2.110213
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,65.42857,.4,1.25,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,1,51.28571,1,1.5,25,17.5,3.218876,2.862201
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,2,0,51.28571,.285714,1.75,2,2,.6931472,.6931472
0,0,0,51.28571,.428571,1.75,2,2,,.6931472
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,51.28571,.4,1.25,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,129.1429,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.142857,1.75,5,5,,1.609438
0,0,0,51.28571,.285714,1.75,2,2,,.6931472
0,0,1,13.14286,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.285714,1.75,2,2,,.6931472
0,0,0,65.42857,.4,1.25,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,65.42857,.142857,1.75,5,5,,1.609438
0,0,0,65.42857,.142857,1.75,5,5,,1.609438
0,0,0,143,.142857,1.75,5,5,,1.609438
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,129.1429,.142857,1.75,5,5,,1.609438
1,10,1,26.14286,.833333,1.5,25,25,2.302585,3.218876
1,25,0,65.42857,.5,1.5,10,10,3.218876,2.302585
0,0,0,143,.2,1.25,15,15,,2.70805
1,25,0,103.8571,.666667,1.5,10,11.25,3.218876,2.420368
1,25,1,51.28571,.666667,1.5,15,11.25,3.218876,2.420368
1,5,0,103.8571,.2,1.25,10,10,1.609438,2.302585
0,0,0,143,.142857,1.75,10,10,,2.302585
0,0,0,158,.166667,1.5,10,10,,2.302585
1,10,1,51.28571,1,1.5,5,9.166667,2.302585,2.215574
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
0,0,1,13.14286,.4,1.25,5,7.5,,2.014903
1,10,0,103.8571,.833333,1.5,10,12,2.302585,2.484907
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
1,10,0,103.8571,.833333,1.5,15,12,2.302585,2.484907
0,0,0,143,.142857,1.75,10,10,,2.302585
1,20,1,13.14286,.5,1.5,10,16.66667,2.995732,2.813411
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
1,10,1,51.28571,.833333,1.5,10,11,2.302585,2.397895
1,15,1,51.28571,1,1.5,10,10,2.70805,2.302585
1,10,1,51.28571,1,1.5,15,10.83333,2.302585,2.382628
1,10,1,51.28571,1,1.5,10,10.83333,2.302585,2.382628
1,25,1,51.28571,.333333,1.5,25,22.5,3.218876,3.113515
0,0,1,51.28571,1,1.5,10,11.66667,,2.456736
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
1,10,1,51.28571,1,1.5,10,10,2.302585,2.302585
0,0,0,77.14286,.333333,1.5,50,30,,3.401197
1,15,1,51.28571,.666667,1.5,15,12.5,2.70805,2.525729
0,0,0,65.42857,.428571,1.75,2,2,,.6931472
1,10,1,26.14286,.8,1.25,10,10,2.302585,2.302585
0,0,0,26.14286,.6,1.25,5,5,,1.609438
0,0,0,103.8571,.2,1.25,15,15,,2.70805
1,10,1,51.28571,.833333,1.5,10,10,2.302585,2.302585
0,0,0,103.8571,.666667,1.5,15,15,,2.70805
1,10,1,51.28571,.833333,1.5,10,9.799996,2.302585,2.282382
0,0,1,51.28571,1,1.5,12,9.5,,2.251292
1,25,0,103.8571,.166667,1.5,50,50,3.218876,3.912023
1,10,1,51.28571,.833333,1.5,10,10,2.302585,2.302585
1,10,0,103.8571,.2,1.25,5,5,2.302585,1.609438
1,20,1,51.28571,.333333,1.5,20,17.5,2.995732,2.862201
0,0,0,51.28571,.4,1.25,10,8.5,,2.140066
1,10,1,51.28571,.833333,1.5,10,10,2.302585,2.302585
0,0,0,103.8571,.5,1.5,20,20,,2.995732
0,0,0,65.42857,.4,1.25,10,7.5,,2.014903
1,10,1,51.28571,.833333,1.5,10,10,2.302585,2.302585
1,5,0,65.42857,.4,1.25,5,5,1.609438,1.609438
0,0,1,51.28571,.5,1.5,25,25,,3.218876
1,10,1,13.14286,.833333,1.5,10,10,2.302585,2.302585
1,25,0,65.42857,.333333,1.5,25,17.5,3.218876,2.862201
1,5,0,51.28571,.4,1.25,5,5,1.609438,1.609438
1,15,0,129.1429,.5,1.5,15,15,2.70805,2.70805
1,10,1,51.28571,.666667,1.5,15,12.5,2.302585,2.525729
1,10,1,51.28571,1,1.5,10,8.333333,2.302585,2.120264
0,0,1,51.28571,.666667,1.5,15,15,,2.70805
1,25,0,51.28571,.333333,1.5,10,17.5,3.218876,2.862201
1,20,0,51.28571,.4,1.25,20,15,2.995732,2.70805
1,15,1,51.28571,.666667,1.5,15,15,2.70805,2.70805
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,1,51.28571,.666667,1.5,25,20,3.218876,2.995732
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,15,1,51.28571,1,1.5,15,17.5,2.70805,2.862201
1,25,1,51.28571,.833333,1.5,25,18,3.218876,2.890372
0,0,1,51.28571,.833333,1.5,25,22,,3.091043
0,0,1,13.14286,.4,1.25,5,5,,1.609438
1,30,1,51.28571,.5,1.5,25,25,3.401197,3.218876
1,25,1,51.28571,.833333,1.5,25,19,3.218876,2.944439
1,10,1,51.28571,1,1.5,10,15.83333,2.302585,2.762117
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,1,51.28571,.666667,1.5,25,23.75,3.218876,3.167583
1,25,1,51.28571,.666667,1.5,25,23.75,3.218876,3.167583
1,20,1,51.28571,.5,1.5,15,11.66667,2.995732,2.456736
1,25,1,51.28571,.666667,1.5,25,25,3.218876,3.218876
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,0,143,.142857,1.75,10,10,,2.302585
1,25,1,51.28571,.5,1.5,25,33.33333,3.218876,3.506558
1,25,1,51.28571,.666667,1.5,25,25,3.218876,3.218876
1,25,1,51.28571,.666667,1.5,25,25,3.218876,3.218876
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,1,51.28571,.833333,1.5,25,24,,3.178054
0,0,0,103.8571,.2,1.25,10,10,,2.302585
0,0,1,51.28571,.833333,1.5,25,25,,3.218876
0,0,0,65.42857,.4,1.25,5,5,,1.609438
1,15,1,51.28571,1,1.5,15,15,2.70805,2.70805
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,25,0,26.14286,.4,1.25,25,25,3.218876,3.218876
1,5,1,51.28571,.4,1.25,5,5,1.609438,1.609438
1,5,1,51.28571,.4,1.25,5,5,1.609438,1.609438
1,15,1,51.28571,1,1.5,10,10.83333,2.70805,2.382628
1,25,1,26.14286,.5,1.5,10,20,3.218876,2.995732
1,25,1,51.28571,1,1.5,10,10,3.218876,2.302585
1,10,1,51.28571,.833333,1.5,15,15,2.302585,2.70805
0,0,0,143,.142857,1.75,10,10,,2.302585
0,0,0,103.8571,.2,1.25,10,10,,2.302585
1,15,0,103.8571,.833333,1.5,15,15,2.70805,2.70805
0,0,1,51.28571,.833333,1.5,10,16,,2.772589
0,0,1,51.28571,1,1.5,15,13.33333,,2.590267
1,10,1,51.28571,.833333,1.5,20,14,2.302585,2.639057
1,25,1,51.28571,.666667,1.5,25,16.25,3.218876,2.788093
0,0,1,26.14286,.5,1.5,35,28.33333,,3.344039
0,0,0,120.1429,.4,1.25,10,7.5,,2.014903
1,25,1,51.28571,.666667,1.5,25,18.75,3.218876,2.931194
0,0,0,103.8571,.666667,1.5,25,25,,3.218876
0,0,0,158,.166667,1.5,10,10,,2.302585
1,20,1,51.28571,.666667,1.5,20,20,2.995732,2.995732
1,25,1,51.28571,.666667,1.5,25,18.75,3.218876,2.931194
0,0,0,120.1429,.666667,1.5,25,25,,3.218876
0,0,0,26.14286,.4,1.25,50,50,,3.912023
0,0,0,103.8571,.5,1.5,25,31.66667,,3.455265
1,20,1,51.28571,.666667,1.5,20,20,2.995732,2.995732
1,20,1,51.28571,.666667,1.5,20,20,2.995732,2.995732
1,50,0,120.1429,.333333,1.5,25,25,3.912023,3.218876
0,0,1,51.28571,1,1.5,25,16.66667,,2.813411
1,5,1,26.14286,1,1.75,10,5.75,1.609438,1.7492
1,20,1,51.28571,.8,1.25,20,16.25,2.995732,2.788093
0,0,0,26.14286,.666667,.75,20,15,,2.70805
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,20,1,51.28571,.8,1.25,10,11.25,2.995732,2.420368
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,26.14286,.666667,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,103.8571,.5,2,5,6.25,,1.832582
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,129.1429,.25,2,10,12.5,,2.525729
0,0,0,103.8571,.125,2,25,25,,3.218876
1,10,0,143,.285714,1.75,5,7.5,2.302585,2.014903
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,129.1429,.125,2,25,25,,3.218876
0,0,0,143,.125,2,25,25,,3.218876
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,5,1,13.14286,.375,2,5,6.666667,1.609438,1.89712
0,0,0,143,.125,2,25,25,,3.218876
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,5,0,26.14286,.375,2,5,6.666667,1.609438,1.89712
0,0,0,143,.125,2,25,25,,3.218876
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,5,0,51.28571,.333333,.75,5,5,1.609438,1.609438
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,26.14286,.666667,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,103.8571,.6,1.25,25,25,,3.218876
1,50,1,51.28571,1,.25,15,15,3.912023,2.70805
1,25,1,51.28571,1,.25,35,35,3.218876,3.555348
0,0,1,51.28571,1,.25,50,50,,3.912023
1,15,1,51.28571,.8,1.25,15,14.25,2.70805,2.656757
1,25,1,51.28571,1,.5,25,25,3.218876,3.218876
1,25,1,26.14286,1,.5,25,25,3.218876,3.218876
0,0,0,51.28571,.333333,.75,1,1,,0
1,25,1,51.28571,1,.25,25,25,3.218876,3.218876
1,25,1,26.14286,1,.5,50,37.5,3.218876,3.624341
1,50,1,51.28571,1,.25,50,50,3.912023,3.912023
1,50,0,26.14286,.5,.5,75,75,3.912023,4.317488
0,0,1,51.28571,1,.25,50,50,,3.912023
0,0,1,51.28571,1,.25,25,25,,3.218876
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,20,1,51.28571,1,.25,20,20,2.995732,2.995732
1,15,1,51.28571,1,.25,10,10,2.70805,2.302585
1,2,0,51.28571,.333333,.75,2,2,.6931472,.6931472
1,100,1,51.28571,.6,1.25,100,83.33334,4.60517,4.422849
1,10,1,51.28571,1,.25,10,10,2.302585,2.302585
1,22,0,39.28571,.5,1,15,25,3.091043,3.218876
0,0,1,39.28571,1,.5,25,25,,3.218876
1,25,1,51.28571,1,.25,25,25,3.218876,3.218876
1,15,1,51.28571,1,.5,15,15,2.70805,2.70805
1,50,1,51.28571,.833333,1.5,150,110,3.912023,4.70048
0,0,0,103.8571,.5,.5,50,50,,3.912023
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,2,2,,.6931472
1,3,1,13.14286,.666667,.75,2,3.5,1.098612,1.252763
0,0,1,13.14286,.666667,.75,2,2,,.6931472
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,158,.333333,.75,10,10,,2.302585
0,0,0,143,.25,1,10,10,,2.302585
1,15,1,51.28571,1,1.25,10,11,2.70805,2.397895
0,0,1,13.14286,.75,1,15,21.66667,,3.075775
0,0,0,143,.125,2,25,25,,3.218876
1,10,1,13.14286,.75,1,25,20,2.302585,2.995732
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,103.8571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,7,7,,1.94591
1,2,1,13.14286,.666667,.75,2,3.5,.6931472,1.252763
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,5,5,,1.609438
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,20,0,77.14286,.285714,1.75,15,12.5,2.995732,2.525729
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,1,13.14286,.666667,.75,10,7.5,,2.014903
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,103.8571,.25,2,10,10,,2.302585
0,0,1,51.28571,1,.75,5,5,,1.609438
1,25,1,13.14286,.6,1.25,10,11.66667,3.218876,2.456736
0,0,0,129.1429,.25,2,10,10,,2.302585
0,0,0,51.28571,.5,2,5,5,,1.609438
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,51.28571,.333333,.75,15,15,,2.70805
1,10,0,51.28571,.25,2,5,5,2.302585,1.609438
0,0,0,65.42857,.25,2,10,10,,2.302585
1,2,1,51.28571,.166667,1.5,2,2,.6931472,.6931472
0,0,0,158,.25,2,10,10,,2.302585
1,5,0,26.14286,.666667,.75,5,5,1.609438,1.609438
1,5,0,143,.25,2,10,7.5,1.609438,2.014903
0,0,0,26.14286,.666667,.75,7,6,,1.791759
1,7,0,51.28571,.333333,.75,7,7,1.94591,1.94591
0,0,1,13.14286,.25,2,10,10,,2.302585
1,2,0,51.28571,.166667,1.5,2,2,.6931472,.6931472
0,0,0,143,.25,2,10,10,,2.302585
0,0,0,103.8571,.5,2,5,5,,1.609438
0,0,0,143,.25,2,10,10,,2.302585
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,1,51.28571,1,.25,25,25,,3.218876
0,0,0,129.1429,.25,2,10,10,,2.302585
0,0,0,65.42857,.5,2,5,5,,1.609438
0,0,0,168.4286,.25,2,10,10,,2.302585
0,0,0,65.42857,.25,2,10,10,,2.302585
0,0,0,143,.25,2,10,10,,2.302585
1,10,1,51.28571,.833333,1.5,10,10,2.302585,2.302585
0,0,0,51.28571,.333333,.75,20,20,,2.995732
1,7,0,51.28571,.333333,.75,5,5,1.94591,1.609438
0,0,0,143,.166667,1.5,5,5,,1.609438
0,0,0,168.4286,.25,2,10,10,,2.302585
0,0,0,143,.25,2,10,10,,2.302585
1,10,0,103.8571,.333333,.75,10,10,2.302585,2.302585
1,10,0,65.42857,.125,2,10,10,2.302585,2.302585
0,0,0,129.1429,.25,2,10,10,,2.302585
0,0,0,129.1429,.25,2,10,10,,2.302585
0,0,0,51.28571,.333333,.75,15,15,,2.70805
1,10,0,103.8571,.125,2,10,10,2.302585,2.302585
0,0,0,158,.125,2,20,20,,2.995732
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,0,51.28571,.333333,.75,15,15,,2.70805
0,0,1,13.14286,1,.75,5,5,,1.609438
1,5,1,51.28571,1,.75,5,5,1.609438,1.609438
0,0,0,120.1429,.333333,1.5,2,2,,.6931472
0,0,0,143,.25,2,10,10,,2.302585
0,0,0,65.42857,.25,2,10,10,,2.302585
0,0,1,13.14286,.666667,.75,10,8.5,,2.140066
1,5,1,13.14286,.666667,.75,5,5,1.609438,1.609438
0,0,0,168.4286,.25,2,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,129.1429,.25,2,10,12.5,,2.525729
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,5,0,26.14286,.375,2,5,6.666667,1.609438,1.89712
0,0,0,143,.125,2,25,25,,3.218876
1,5,0,65.42857,.5,2,5,5,1.609438,1.609438
0,0,0,26.14286,.375,2,5,8.333333,,2.120264
0,0,0,195,.125,2,25,25,,3.218876
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,65.42857,.375,2,10,8.333333,,2.120264
0,0,0,143,.25,2,10,12.5,,2.525729
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,1,51.28571,1,.25,25,25,,3.218876
0,0,0,143,.25,2,10,12.5,,2.525729
0,0,1,13.14286,.5,2,5,6.25,,1.832582
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,129.1429,.25,2,10,12.5,,2.525729
0,0,0,26.14286,.5,2,10,6.25,,1.832582
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,1,13.14286,.625,2,5,4.4,,1.481605
0,0,1,13.14286,.375,2,10,8.333333,,2.120264
1,2,1,13.14286,1,.75,2,3,.6931472,1.098612
1,3,1,13.14286,.5,2,5,5,1.098612,1.609438
0,0,0,51.28571,.333333,.75,10,10,,2.302585
1,10,0,158,.142857,1.75,10,10,2.302585,2.302585
0,0,0,51.28571,.375,2,5,6.666667,,1.89712
0,0,0,65.42857,.25,2,10,10,,2.302585
1,10,0,158,.142857,1.75,10,10,2.302585,2.302585
0,0,1,13.14286,.285714,1.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,158,.125,2,20,20,,2.995732
1,10,0,158,.142857,1.75,10,10,2.302585,2.302585
0,0,0,51.28571,.25,2,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.25,2,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,65.42857,.25,2,10,10,,2.302585
0,0,0,158,.125,2,20,20,,2.995732
0,0,0,158,.125,2,20,20,,2.995732
0,0,0,51.28571,.5,2,2,5.5,,1.704748
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,65.42857,.25,2,10,10,,2.302585
0,0,0,65.42857,.25,2,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,51.28571,.333333,.75,10,10,,2.302585
0,0,0,103.8571,.25,2,10,10,,2.302585
0,0,0,51.28571,.25,2,10,10,,2.302585
0,0,1,13.14286,.5,2,7,5.5,,1.704748
0,0,1,51.28571,1,.25,25,25,,3.218876
0,0,0,103.8571,.166667,1.5,15,15,,2.70805
0,0,0,77.14286,.285714,1.75,10,17.5,,2.862201
0,0,0,51.28571,.285714,1.75,10,17.5,,2.862201
0,0,0,158,.125,2,36,36,,3.583519
1,7,0,26.14286,.5,2,7,7.25,1.94591,1.981001
1,5,0,26.14286,.857143,1.75,5,5,1.609438,1.609438
0,0,0,65.42857,.428571,1.75,10,11.66667,,2.456736
1,20,0,158,.142857,1.75,15,15,2.995732,2.70805
0,0,1,13.14286,.75,2,10,6.666667,,1.89712
0,0,0,51.28571,.25,2,25,17.5,,2.862201
0,0,0,65.42857,.375,2,15,11.66667,,2.456736
0,0,1,51.28571,1,.25,5,5,,1.609438
1,10,0,51.28571,.428571,1.75,10,10,2.302585,2.302585
1,5,1,26.14286,.875,2,2,4.833333,1.609438,1.575536
1,10,1,26.14286,.375,2,10,10,2.302585,2.302585
0,0,1,13.14286,.5,2,10,10,,2.302585
0,0,0,103.8571,.375,2,10,13.33333,,2.590267
1,15,0,103.8571,.25,2,10,10,2.70805,2.302585
1,10,0,65.42857,.375,2,10,10,2.302585,2.302585
0,0,1,13.14286,.5,2,10,10,,2.302585
1,10,0,51.28571,.5,2,10,7.5,2.302585,2.014903
1,10,0,51.28571,.285714,1.75,10,15,2.302585,2.70805
1,10,0,65.42857,.375,2,10,10,2.302585,2.302585
1,10,0,65.42857,.375,2,10,10,2.302585,2.302585
1,10,0,51.28571,.375,2,10,10,2.302585,2.302585
0,0,1,51.28571,1,.25,5,5,,1.609438
0,0,0,65.42857,.25,2,25,17.5,,2.862201
0,0,0,158,.125,2,35,35,,3.555348
0,0,1,13.14286,.375,2,10,10,,2.302585
1,5,1,13.14286,.714286,1.75,5,5,1.609438,1.609438
1,10,0,51.28571,.285714,1.75,10,10,2.302585,2.302585
0,0,0,143,.25,2,20,15,,2.70805
1,25,0,103.8571,.4,1.25,25,25,3.218876,3.218876
1,5,1,13.14286,.875,2,5,4.166667,1.609438,1.427116
0,0,0,143,.222222,2.25,10,15,,2.70805
1,10,0,103.8571,.25,2,10,10,2.302585,2.302585
