kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
2,0,0,1,0,0,1,0,25,16,0,1,1,27,40,5.99314,23.76264,17.7695,12,625
3,1,1,0,1,1,1,0,26,19,0,1,0,0,0,0,15.54438,15.54438,3,676
3,1,1,0,1,1,1,0,25,19,0,1,1,48,40,11.09413,25.78834,14.69421,13,625
3,1,0,1,0,0,1,0,34,30,0,1,0,0,0,0,33.14594,33.14594,16,1156
2,0,0,0,0,1,0,0,27,20,0,1,0,0,0,0,25.20058,25.20058,4,729
2,0,1,0,1,1,1,0,33,25,0,1,1,4,60,.22041,10.72677,10.50636,6,1089
3,1,0,0,1,0,0,0,31,16,0,1,1,28,40,10.50636,16.82488,6.31851,13,961
2,0,0,1,0,0,1,0,33,28,0,1,1,36,40,21.00222,44.15609,23.15388,16,1089
2,0,0,0,0,1,0,0,28,23,0,1,0,0,0,0,21.42206,21.42206,15,784
4,1,0,0,0,1,0,0,31,15,0,1,1,50,40,11.55595,24.8752,13.31925,12,961
2,0,0,0,0,1,0,0,28,21,0,1,0,0,0,0,13.02537,13.02537,0,784
3,1,1,0,1,1,1,0,22,16,0,1,0,0,0,0,21.42206,21.42206,10,484
2,0,1,0,1,1,1,0,35,32,0,1,0,0,0,0,25.20058,25.20058,8,1225
2,0,0,1,0,0,1,0,34,21,0,1,0,0,0,0,18.90305,18.90305,12,1156
3,1,0,1,0,0,1,0,26,18,0,1,1,12,50,3.0543,6.10859,3.0543,7,676
3,1,0,0,1,0,0,0,28,19,0,1,1,20,30,4.18785,12.7,8.512151,12,784
2,0,0,0,0,1,0,0,25,21,0,1,1,48,40,13.65512,26.47058,12.81545,12,625
2,0,1,0,1,1,1,0,22,15,0,1,0,0,0,0,17.42313,17.42313,5,484
2,0,0,1,0,0,1,0,29,24,0,1,1,52,50,43.04353,70.34325,70.34325,14,841
3,1,0,0,1,0,0,0,23,17,0,1,1,51,40,12.1857,27.94,15.7543,12,529
3,1,0,1,0,0,1,0,25,18,0,1,1,52,40,12.58454,26.17669,13.59215,9,625
3,1,0,0,0,1,0,0,33,19,0,1,1,16,50,4.75463,17.68553,12.93091,4,1089
5,1,0,0,1,0,0,0,34,18,0,1,1,24,40,5.04851,21.02322,15.9747,7,1156
5,1,0,0,1,0,0,0,27,18,0,1,0,0,0,0,15.9747,15.9747,3,729
2,0,0,0,1,0,0,0,25,19,0,1,0,0,0,0,11.77636,11.77636,6,625
4,1,0,0,0,1,0,0,34,20,0,1,0,0,0,0,17.87445,17.87445,4,1156
3,1,0,1,0,0,1,0,31,21,0,1,1,30,20,5.67826,30.35405,24.67578,9,961
2,0,1,0,1,1,1,0,30,20,0,1,1,52,40,11.49297,47.18941,35.69644,12,900
3,1,0,1,0,0,1,0,33,27,0,1,0,0,0,0,73.48156,73.48156,15,1089
3,1,0,0,1,0,0,0,32,19,0,1,1,16,35,6.39198,51.70263,45.31066,10,1024
3,1,0,0,1,0,0,0,29,23,0,1,0,0,0,0,15.9747,15.9747,12,841
3,1,0,0,0,1,0,0,29,19,0,1,0,0,0,0,6.94826,6.94826,7,841
2,0,0,0,1,0,0,0,28,20,0,1,1,35,40,9.56173,22.16727,12.60553,12,784
3,1,1,0,1,1,1,0,25,19,0,1,1,52,40,12.60553,30.67941,18.07388,12,625
3,1,0,1,0,0,1,0,32,21,0,1,1,40,40,10.50636,58.79784,48.29147,12,1024
3,1,1,0,1,1,1,0,35,27,0,1,0,0,0,0,19.95264,19.95264,4,1225
3,1,0,0,1,0,0,0,25,18,0,1,1,40,40,12.60553,54.5995,41.99394,12,625
2,0,1,0,1,1,1,0,29,23,0,1,0,0,0,0,23.3428,23.3428,5,841
2,0,0,0,0,1,0,0,27,19,0,1,1,16,40,3.15926,13.66562,10.50636,9,729
3,1,0,0,0,1,0,0,31,19,0,1,1,20,40,2.97033,44.96428,41.99394,12,961
5,1,0,1,0,0,1,0,27,18,0,1,1,4,40,1.06008,1.93124,.87116,0,729
2,0,1,0,1,1,1,0,31,19,0,1,1,48,40,12.66851,23.17488,10.50636,12,961
2,0,0,0,1,0,0,0,30,22,0,1,1,52,35,7.3576,15.18752,7.82991,12,900
6,1,0,0,0,1,0,0,31,15,0,1,0,0,0,0,6.43396,6.43396,6,961
4,1,1,0,1,1,1,0,32,21,0,1,0,0,0,0,1.89975,1.89975,4,1024
2,0,0,1,0,0,1,0,32,25,0,1,1,52,40,15.64934,39.73734,24.08802,12,1024
3,1,1,0,1,1,1,0,26,22,0,1,0,0,0,0,24.02503,24.02503,7,676
2,0,0,1,0,0,1,0,27,20,0,1,1,52,40,17.26569,22.76553,5.49983,12,729
5,1,0,1,0,0,1,0,26,17,0,1,0,0,0,0,10.50636,10.50636,7,676
2,0,0,0,0,1,0,0,28,22,0,1,0,0,0,0,12.60553,12.60553,9,784
2,0,0,1,0,0,1,0,25,18,0,1,0,0,0,0,14.20091,14.20091,4,625
2,0,1,0,1,1,1,0,31,26,0,1,1,38,35,25.20058,49.35156,24.15098,17,961
4,1,0,1,0,0,1,0,32,21,0,1,0,0,0,0,13.10934,13.10934,12,1024
4,1,1,0,1,1,1,0,34,23,0,1,0,0,0,0,12.60553,12.60553,4,1156
4,1,0,1,0,0,1,0,26,18,0,1,0,0,0,0,12.57405,12.57405,6,676
3,1,0,0,0,1,0,0,26,16,0,1,0,0,0,0,13.13033,13.13033,2,676
3,1,0,0,0,1,0,0,28,22,0,1,1,40,40,13.86504,25.21106,11.34603,13,784
5,1,0,1,0,0,1,0,31,20,0,1,1,9,32,5.04851,10.09702,5.04851,0,961
5,1,0,0,0,1,0,0,35,22,0,1,0,0,0,0,7.3576,7.3576,6,1225
5,1,0,0,1,0,0,0,32,17,0,1,1,20,40,12.1857,23.29033,11.10463,6,1024
2,0,0,1,0,0,1,0,25,20,0,1,1,52,30,16.80388,18.91355,2.10967,12,625
3,1,0,0,0,1,0,0,32,18,0,1,1,29,50,6.83281,18.17883,11.34603,3,1024
3,1,1,0,1,1,1,0,32,23,0,1,1,39,40,10.6533,39.3595,28.70619,12,1024
4,1,0,1,0,0,1,0,35,26,0,1,0,0,0,0,14.7047,14.7047,4,1225
4,1,0,0,1,0,0,0,30,17,0,1,0,0,0,0,14.7047,14.7047,3,900
2,0,0,0,1,0,0,0,24,18,0,1,1,30,35,6.30802,16.81438,10.50636,12,576
2,0,0,1,0,0,1,0,26,20,0,1,1,52,40,16.80388,32.55817,15.7543,12,676
2,0,0,0,0,1,0,0,30,22,0,1,0,0,0,0,10.59033,10.59033,12,900
2,0,0,1,0,0,1,0,26,21,0,1,0,0,0,0,15.7228,15.7228,7,676
4,1,0,1,0,0,1,0,34,19,0,1,1,52,40,22.93347,31.92842,8.99495,10,1156
2,0,0,0,1,0,0,0,27,21,0,1,1,52,40,19.11297,46.33925,27.22627,12,729
3,1,1,0,1,1,1,0,31,21,0,1,1,40,35,12.60553,50.46413,37.85859,7,961
2,0,1,0,1,1,1,0,31,22,0,1,1,4,40,1.35397,22.96495,21.61098,8,961
3,1,1,0,1,1,1,0,30,20,0,1,0,0,0,0,10.29645,10.29645,4,900
2,0,0,0,1,0,0,0,26,22,0,1,0,0,0,0,18.90305,18.90305,11,676
4,1,0,0,0,1,0,0,30,18,0,1,0,0,0,0,19.95264,19.95264,12,900
4,1,0,1,0,0,1,0,33,22,0,1,1,10,12,.64025,19.5433,18.90305,7,1089
6,1,0,0,0,1,0,0,30,18,0,1,0,0,0,0,25.20058,25.20058,5,900
2,0,0,0,0,1,0,0,31,20,0,1,0,0,0,0,7.88239,7.88239,6,961
2,0,0,0,0,1,0,0,35,25,0,1,1,52,40,22.74453,55.17675,32.43222,12,1225
2,0,1,0,1,1,1,0,26,17,0,1,1,52,40,16.55197,30.37503,13.82305,10,676
3,1,1,0,1,1,1,0,32,26,0,1,1,12,40,5.25843,32.55817,27.29975,12,1024
3,1,0,0,1,0,0,0,31,27,0,1,0,0,0,0,20.24652,20.24652,12,961
2,0,0,0,0,1,0,0,33,26,0,1,0,0,0,0,32.34825,32.34825,12,1089
3,1,0,0,0,1,0,0,28,17,0,1,1,12,20,1.7738,16.13215,14.35834,12,784
4,1,1,0,1,1,1,0,32,20,0,1,0,0,0,0,16.80388,16.80388,14,1024
2,0,1,0,1,1,1,0,27,19,0,1,1,12,32,.97612,1.31198,.33587,9,729
2,0,0,1,0,0,1,0,29,20,0,1,0,0,0,0,18.90305,18.90305,7,841
2,0,0,0,0,1,0,0,33,22,0,1,1,52,41,16.38405,56.50975,40.12569,6,1089
2,0,0,1,0,0,1,0,29,24,0,1,1,48,40,16.15313,36.58859,20.43545,12,841
4,1,1,0,1,1,1,0,27,18,0,1,0,0,0,0,10.69529,10.69529,12,729
3,1,1,0,1,1,1,0,29,17,0,1,1,8,30,.87116,16.20562,15.33446,9,841
3,1,0,1,0,0,1,0,35,25,0,1,0,0,0,0,48.65881,48.65881,6,1225
5,1,0,0,0,1,0,1,32,22,0,1,0,0,0,0,10.70578,10.70578,2,1024
6,1,0,0,1,0,0,0,31,17,0,1,0,0,0,0,15.54438,15.54438,6,961
2,0,0,0,0,1,0,0,32,23,0,1,1,4,40,1.06008,32.35875,31.29867,12,1024
2,0,1,0,1,1,1,0,24,17,0,1,1,12,40,2.5295,17.16073,14.63123,9,576
6,1,0,0,1,0,0,0,27,16,0,1,0,0,0,0,24.15098,24.15098,3,729
4,1,0,0,1,0,0,0,30,18,0,1,0,0,0,0,49.37253,49.37253,9,900
4,1,0,1,0,0,1,0,32,19,0,1,1,4,40,1.68983,37.41775,35.72791,7,1024
4,1,0,0,1,0,0,0,29,22,0,1,0,0,0,0,18.91355,18.91355,11,841
6,1,1,0,1,1,1,0,27,17,0,1,1,20,40,2.73942,10.38041,7.64099,0,729
3,1,0,1,0,0,1,0,22,16,0,1,1,52,20,7.25264,10.43289,3.18025,0,484
2,0,0,0,1,0,0,0,30,20,0,1,1,52,40,16.80388,31.94941,15.14553,12,900
3,1,0,0,0,1,0,0,24,18,0,1,1,48,40,20.58239,41.58463,21.00222,16,576
7,1,1,0,1,1,1,0,31,19,0,1,0,0,0,0,12.01777,12.01777,8,961
3,1,0,1,0,0,1,0,23,17,0,1,1,52,40,27.29975,54.5995,27.29975,7,529
2,0,0,1,0,0,1,0,35,21,0,1,1,52,40,18.90305,48.30197,29.39892,14,1225
4,1,1,0,1,1,1,0,29,23,0,1,0,0,0,0,73.48156,73.48156,16,841
2,0,0,0,1,0,0,0,34,26,0,1,1,20,30,4.94355,22.80752,17.86395,6,1156
3,1,0,1,0,0,1,0,34,21,0,1,1,52,40,21.00222,75.61219,54.61,18,1156
3,1,0,1,0,0,1,0,27,17,0,1,0,0,0,0,19.65875,19.65875,6,729
4,1,0,0,1,0,0,0,30,18,0,1,0,0,0,0,22.26173,22.26173,6,900
3,1,0,0,0,1,0,0,32,23,0,1,0,0,0,0,31.49809,31.49809,17,1024
2,0,0,0,0,1,0,0,34,29,0,1,0,0,0,0,46.22378,46.22378,10,1156
2,0,0,1,0,0,1,0,35,26,0,1,0,0,0,0,20.67686,20.67686,12,1225
3,1,0,1,0,0,1,0,25,16,0,1,1,52,38,14.7047,35.70694,21.00222,14,625
6,1,0,0,1,0,0,0,35,21,0,1,0,0,0,0,18.58817,18.58817,9,1225
2,0,0,0,0,1,0,0,33,18,0,1,1,50,40,10.50636,31.50859,21.00222,12,1089
2,0,1,0,1,1,1,0,29,22,0,1,1,52,40,17.64355,52.29041,34.64684,15,841
2,0,0,0,1,0,0,0,28,19,0,1,1,52,40,23.10139,25.73586,2.63446,6,784
2,0,0,0,1,0,0,0,35,23,0,1,1,52,40,12.89941,36.27372,23.3743,7,1225
4,1,0,0,0,1,0,0,25,20,0,1,0,0,0,0,31.37214,31.37214,5,625
3,1,0,0,1,0,0,0,32,27,0,1,0,0,0,0,24.54983,24.54983,9,1024
2,0,0,0,0,1,0,0,29,25,0,1,0,0,0,0,50.33816,50.33816,8,841
4,1,1,0,1,1,1,0,31,22,0,1,1,32,40,21.00222,37.80609,16.80388,16,961
4,1,1,0,1,1,1,0,35,23,0,1,0,0,0,0,7.65148,7.65148,11,1225
3,1,0,1,0,0,1,0,29,20,0,1,0,0,0,0,31.07825,31.07825,7,841
2,0,1,0,1,1,1,0,26,19,0,1,1,40,40,10.9262,38.22594,27.29975,11,676
8,1,1,0,1,1,1,0,32,18,0,1,0,0,0,0,21.91536,21.91536,0,1024
3,1,0,0,0,1,0,0,34,21,0,1,1,16,40,3.53711,16.27909,16.27909,0,1156
2,0,0,1,0,0,1,0,35,32,0,1,1,48,40,15.12454,15.84876,.72421,0,1225
4,1,0,1,0,0,1,0,30,21,0,1,1,1,25,.80818,18.35727,17.54908,6,900
4,1,0,1,0,0,1,0,33,21,0,1,1,2,40,.40934,30.23859,29.82925,12,1089
5,1,1,0,1,1,1,0,26,19,0,1,0,0,0,0,0,0,9,676
4,1,0,0,1,0,0,0,25,17,0,1,0,0,0,0,1.68983,1.68983,5,625
4,1,0,0,0,1,0,0,35,21,0,1,1,8,30,1.27,11.77636,10.50636,0,1225
4,1,0,0,1,0,0,0,35,20,0,1,1,48,40,4.20884,16.81438,12.60553,12,1225
3,1,1,0,1,1,1,0,34,21,0,1,1,52,40,16.80388,56.69866,39.89478,12,1156
4,1,0,0,1,0,0,0,26,19,0,1,1,52,40,12.60553,19.76372,7.15818,8,676
2,0,0,0,1,0,0,0,32,25,0,1,1,52,30,16.38405,18.92405,2.54,14,1024
3,1,0,0,1,0,0,0,33,19,0,1,1,4,40,.64025,30.67941,30.03917,12,1089
3,1,1,0,1,1,1,0,24,18,0,1,0,0,0,0,5.97215,5.97215,8,576
2,0,0,0,0,1,0,0,34,30,0,1,0,0,0,0,20.08908,20.08908,1,1156
2,0,0,1,0,0,1,0,24,16,0,1,1,52,40,17.45463,40.31463,22.86,13,576
2,0,0,0,1,0,0,0,31,24,0,1,0,0,0,0,31.49809,31.49809,12,961
3,1,0,0,0,1,0,0,35,22,0,1,0,0,0,0,36.91394,36.91394,12,1225
2,0,1,0,1,1,1,0,35,26,0,1,0,0,0,0,5.67826,5.67826,12,1225
2,0,0,0,1,0,0,0,27,19,0,1,0,0,0,0,80.84963,80.84963,12,729
5,1,0,0,0,1,0,0,31,17,0,1,1,52,40,12.01777,39.3175,27.29975,12,961
2,0,0,0,0,1,0,0,31,26,0,1,0,0,0,0,19.63777,19.63777,17,961
3,1,0,0,1,0,0,0,34,28,0,1,1,36,40,19.75322,50.00231,31.09925,16,1156
3,1,0,1,0,0,1,0,25,16,0,1,0,0,0,0,19.25991,19.25991,6,625
3,1,0,0,1,0,0,0,32,21,0,1,0,0,0,0,2.31959,2.31959,6,1024
4,1,1,0,1,1,1,0,35,19,0,1,0,0,0,0,46.19231,46.19231,6,1225
4,1,1,0,1,1,1,0,26,21,0,1,1,8,40,1.85777,8.10281,6.24504,12,676
4,1,1,0,1,1,1,0,31,18,0,1,1,52,40,10.50636,11.32504,.81868,9,961
4,1,0,1,0,0,1,0,30,23,0,1,0,0,0,0,16.80388,16.80388,8,900
3,1,0,0,1,0,0,0,35,21,0,1,1,32,8,18.90305,83.98788,65.08488,16,1225
3,1,1,0,1,1,1,0,34,20,0,1,1,45,30,2.5295,32.76809,32.76809,14,1156
2,0,1,0,1,1,1,0,29,23,0,1,1,52,45,16.80388,23.11189,6.30802,14,841
3,1,1,0,1,1,1,0,34,24,0,1,0,0,0,0,9.45677,9.45677,2,1156
3,1,0,0,1,0,0,0,28,21,0,1,1,52,40,16.38405,40.47206,24.08802,0,784
2,0,1,0,1,1,1,0,34,24,0,1,0,0,0,0,22.26173,22.26173,5,1156
3,1,0,1,0,0,1,0,27,19,0,1,0,0,0,0,10.50636,10.50636,8,729
3,1,0,0,0,1,0,0,30,23,0,1,0,0,0,0,12.1857,12.1857,12,900
2,0,1,0,1,1,1,0,28,20,0,1,1,50,40,12.60553,12.60553,0,2,784
3,1,1,0,1,1,1,0,31,19,0,1,1,52,40,12.01777,12.65802,.64025,0,961
3,1,0,1,0,0,1,0,30,25,0,1,0,0,0,0,13.65512,13.65512,6,900
2,0,0,1,0,0,1,0,24,18,0,1,0,0,0,0,21.84189,21.84189,10,576
5,1,0,1,0,0,1,0,29,20,0,1,0,0,0,0,5.17446,5.17446,5,841
3,1,0,0,0,1,0,0,33,19,0,1,0,0,0,0,6.30802,6.30802,4,1089
2,0,1,0,1,1,1,0,27,23,0,1,0,0,0,0,22.93347,22.93347,12,729
2,0,0,1,0,0,1,0,33,20,0,1,0,0,0,0,14.80966,14.80966,12,1089
2,0,0,0,0,1,0,0,21,17,0,1,1,50,40,16.80388,27.31023,10.50636,9,441
7,1,1,0,1,1,1,0,31,18,0,1,0,0,0,0,17.11875,17.11875,5,961
3,1,0,1,0,0,1,0,32,23,0,1,1,52,40,17.43363,38.23644,20.8028,12,1024
2,0,0,0,1,0,0,0,29,21,0,1,1,48,37,10.50636,52.22744,41.72106,15,841
2,0,0,1,0,0,1,0,34,19,0,1,1,26,28,12.60553,65.09534,52.48981,12,1156
2,0,0,0,0,1,0,0,34,27,0,1,0,0,0,0,37.79559,37.79559,13,1156
2,0,1,0,1,1,1,0,32,20,0,1,1,52,40,15.7543,28.35983,12.60553,8,1024
3,1,0,0,1,0,0,0,27,19,0,1,0,0,0,0,10.51686,10.51686,5,729
3,1,0,0,1,0,0,0,32,21,0,1,1,52,8,28.13941,52.71022,24.57081,16,1024
4,1,0,1,0,0,1,0,33,19,0,1,1,16,40,8.40719,39.90528,31.49809,9,1089
3,1,1,0,1,1,1,0,27,20,0,1,0,0,0,0,4.5657,4.5657,2,729
2,0,0,0,0,1,0,0,27,18,0,1,1,52,50,25.20058,56.70916,56.70916,13,729
5,1,0,0,1,0,0,0,35,19,0,1,0,0,0,0,31.49809,31.49809,12,1225
2,0,0,0,0,1,0,0,28,20,0,1,1,52,40,13.65512,47.57775,33.92263,12,784
2,0,0,0,1,0,0,0,30,23,0,1,0,0,0,0,16.27909,16.27909,4,900
3,1,1,0,1,1,1,0,29,24,0,1,1,52,40,10.08652,20.17305,10.08652,0,841
2,0,0,1,0,0,1,0,30,22,0,1,1,48,40,14.13793,28.4228,14.28488,0,900
2,0,1,0,1,1,1,0,24,20,0,1,0,0,0,0,10.12851,10.12851,0,576
2,0,0,0,0,1,0,0,25,18,0,1,0,0,0,0,25.20058,25.20058,0,625
5,1,1,0,1,1,1,0,35,17,0,1,0,0,0,0,8.83752,8.83752,16,1225
5,1,0,1,0,0,1,0,34,17,0,1,0,0,0,0,2.54,2.54,0,1156
3,1,0,0,1,0,0,0,25,17,0,1,0,0,0,0,2.7919,2.7919,6,625
2,0,0,0,0,1,0,0,22,18,0,1,0,0,0,0,16.80388,16.80388,12,484
4,1,1,0,1,1,1,0,32,22,0,1,1,52,40,8.40719,22.60809,14.20091,4,1024
2,0,0,0,0,1,0,0,22,16,0,1,0,0,0,0,2.47702,2.47702,9,484
3,1,0,0,0,1,0,0,30,19,0,1,0,0,0,0,18.90305,18.90305,9,900
4,1,0,0,1,0,0,0,34,19,0,1,1,2,60,0,21.00222,21.00222,8,1156
2,0,0,1,0,0,1,0,28,22,0,1,1,52,53,16.38405,45.78297,29.39892,13,784
3,1,0,0,1,0,0,0,29,22,0,1,1,52,40,15.7333,40.30413,24.57081,12,841
3,1,1,0,1,1,1,0,31,20,0,1,1,52,33,10.27545,25.79883,15.52338,8,961
2,0,0,0,0,1,0,0,24,17,0,1,1,50,40,15.62834,44.81734,29.189,12,576
2,0,0,0,0,1,0,0,30,23,0,1,1,50,40,21.00222,37.80609,16.80388,13,900
2,0,0,0,1,0,0,0,31,26,0,1,0,0,0,0,25.50495,25.50495,7,961
3,1,0,0,1,0,0,0,32,22,0,1,1,36,48,10.08652,26.89041,16.80388,11,1024
2,0,0,0,1,0,0,0,22,18,0,1,0,0,0,0,2.77091,2.77091,8,484
3,1,0,1,0,0,1,0,29,21,0,1,0,0,0,0,36.44163,36.44163,7,841
3,1,0,0,1,0,0,0,34,21,0,1,1,12,25,4.20884,32.35875,28.14991,14,1156
4,1,0,0,1,0,0,0,35,22,0,1,0,0,0,0,34.64684,34.64684,6,1225
2,0,0,0,0,1,0,0,28,17,0,1,1,52,40,10.50636,21.02322,10.51686,9,784
2,0,1,0,1,1,1,0,35,23,0,1,1,48,32,6.47595,37.51222,31.03627,6,1225
2,0,0,0,0,1,0,0,26,18,0,1,1,52,40,1.06008,1.2805,.22041,10,676
3,1,1,0,1,1,1,0,22,17,0,1,0,0,0,0,7.56752,7.56752,4,484
5,1,1,0,1,1,1,0,24,18,0,1,0,0,0,0,14.7047,14.7047,3,576
4,1,0,0,0,1,0,0,30,24,0,1,0,0,0,0,23.10139,23.10139,14,900
2,0,0,1,0,0,1,0,25,18,0,1,1,52,40,12.60553,32.13834,19.5328,7,625
2,0,0,0,1,0,0,0,27,20,0,1,0,0,0,0,16.57297,16.57297,6,729
2,0,0,0,1,0,0,0,30,21,0,1,0,0,0,0,25.20058,25.20058,12,900
2,0,1,0,1,1,1,0,26,18,0,1,1,52,90,24.36091,42.21438,17.85347,10,676
2,0,0,1,0,0,1,0,31,25,0,1,0,0,0,0,7.57802,7.57802,3,961
2,0,1,0,1,1,1,0,29,21,0,1,0,0,0,0,6.93777,6.93777,6,841
2,0,0,0,1,0,0,0,27,19,0,1,0,0,0,0,2.72892,2.72892,1,729
2,0,0,0,0,1,0,0,34,28,0,1,1,40,40,15.12454,15.12454,0,6,1156
3,1,0,0,0,1,0,0,26,21,0,1,1,52,45,12.60553,52.50031,39.89478,13,676
4,1,1,0,1,1,1,0,33,19,0,1,0,0,0,0,19.95264,19.95264,14,1089
5,1,0,1,0,0,1,0,35,22,0,1,0,0,0,0,16.60445,16.60445,12,1225
3,1,1,0,1,1,1,0,26,18,0,1,0,0,0,0,.22041,.22041,8,676
6,1,0,1,0,0,1,0,31,16,0,1,0,0,0,0,36.24222,36.24222,9,961
3,1,0,0,1,0,0,0,34,20,0,1,0,0,0,0,26.86941,26.86941,0,1156
2,0,0,1,0,0,1,0,27,21,0,1,1,2,25,0,3.97793,3.97793,12,729
4,1,1,0,1,1,1,0,29,23,0,1,0,0,0,0,21.00222,21.00222,5,841
2,0,0,0,1,0,0,0,31,22,0,1,1,24,40,7.14768,32.34825,25.20058,12,961
3,1,1,0,1,1,1,0,28,17,0,1,0,0,0,0,29.39892,29.39892,11,784
2,0,1,0,1,1,1,0,28,21,0,1,1,45,7,14.49479,35.497,21.00222,12,784
6,1,0,0,0,1,0,0,25,17,0,1,1,25,40,1.75281,19.39636,17.64355,10,625
3,1,0,0,1,0,0,0,34,22,0,1,0,0,0,0,20.01561,20.01561,5,1156
4,1,0,1,0,0,1,0,32,21,0,1,0,0,0,0,39.89478,39.89478,6,1024
2,0,0,1,0,0,1,0,25,20,0,1,1,52,34,10.29645,16.61495,6.31851,6,625
2,0,1,0,1,1,1,0,30,22,0,1,1,52,40,.40934,3.35868,2.94934,8,900
4,1,0,0,0,1,0,0,25,15,0,1,0,0,0,0,21.61098,21.61098,8,625
5,1,1,0,1,1,1,0,33,20,0,1,1,46,40,12.87843,31.76048,18.88206,0,1089
2,0,1,0,1,1,1,0,33,23,0,1,1,52,40,18.90305,39.90528,21.00222,13,1089
2,0,0,0,0,1,0,0,29,21,0,1,1,52,40,26.04023,75.60168,49.56147,15,841
3,1,0,0,0,1,0,0,30,21,0,1,1,52,40,19.09197,52.68925,33.59725,9,900
2,0,0,1,0,0,1,0,35,26,0,1,1,50,40,46.19231,92.38464,46.19231,6,1225
4,1,0,0,0,1,0,0,32,20,0,1,0,0,0,0,8.89,8.89,6,1024
2,0,0,0,1,0,0,0,21,17,0,1,0,0,0,0,6.32901,6.32901,5,441
2,0,0,0,0,1,0,0,30,25,0,1,1,52,38,20.26752,46.61213,26.34463,12,900
5,1,1,0,1,1,1,0,26,20,0,1,0,0,0,0,13.76008,13.76008,6,676
2,0,1,0,1,1,1,0,24,18,0,1,0,0,0,0,23.10139,23.10139,3,576
3,1,0,0,1,0,0,0,29,26,0,1,1,48,40,13.10934,60.98097,47.87163,12,841
2,0,1,0,1,1,1,0,33,18,0,1,1,33,45,12.37463,19.20744,6.83281,8,1089
4,1,1,0,1,1,1,0,32,20,0,1,0,0,0,0,50.67403,50.67403,13,1024
3,1,0,1,0,0,1,0,35,20,0,1,1,50,40,25.20058,37.80609,12.60553,8,1225
3,1,0,0,1,0,0,0,34,18,0,1,1,48,40,10.50636,44.10363,33.59725,13,1156
3,1,0,0,0,1,0,0,29,19,0,1,1,4,40,10.50636,13.03587,2.5295,10,841
3,1,0,0,1,0,0,0,29,23,0,1,1,52,40,16.38405,47.45181,31.06777,12,841
3,1,0,0,1,0,0,0,32,22,0,1,0,0,0,0,31.2252,31.2252,12,1024
2,0,0,1,0,0,1,0,33,18,0,1,0,0,0,0,16.76189,16.76189,10,1089
2,0,0,1,0,0,1,0,29,25,0,1,1,50,40,12.60553,33.60775,21.00222,12,841
4,1,1,0,1,1,1,0,28,17,0,1,1,32,30,10.17049,19.41734,9.246861,6,784
3,1,0,0,1,0,0,0,32,26,0,1,0,0,0,0,3.72603,3.72603,4,1024
2,0,0,0,1,0,0,0,35,25,0,1,0,0,0,0,7.57802,7.57802,3,1225
2,0,1,0,1,1,1,0,29,19,0,1,1,52,10,5.25843,35.33956,30.08116,12,841
3,1,0,1,0,0,1,0,33,22,0,1,0,0,0,0,40.11519,40.11519,0,1089
2,0,0,0,0,1,0,0,26,18,0,1,0,0,0,0,10.50636,10.50636,9,676
3,1,0,1,0,0,1,0,30,18,0,1,0,0,0,0,19.76372,19.76372,9,900
3,1,0,1,0,0,1,0,34,20,0,1,0,0,0,0,53.75981,53.75981,15,1156
5,1,1,0,1,1,1,0,35,18,0,1,0,0,0,0,24.05652,24.05652,10,1225
4,1,1,0,1,1,1,0,30,19,0,1,0,0,0,0,15.06156,15.06156,10,900
4,1,0,0,1,0,0,0,34,16,0,1,1,20,30,5.67826,38.37288,32.69463,7,1156
2,0,0,1,0,0,1,0,33,21,0,1,1,12,30,.85017,23.95156,23.95156,8,1089
5,1,0,0,1,0,0,0,30,24,0,1,0,0,0,0,16.80388,16.80388,2,900
3,1,0,0,1,0,0,0,26,19,0,1,0,0,0,0,24.17197,24.17197,10,676
2,0,0,0,1,0,0,0,21,17,0,1,1,26,40,10.48537,73.92239,63.437,6,441
2,0,0,1,0,0,1,0,29,19,0,1,1,40,37,8.40719,39.90528,31.49809,10,841
3,1,1,0,1,1,1,0,25,15,0,1,0,0,0,0,14.20091,14.20091,7,625
3,1,1,0,1,1,1,0,30,21,0,1,0,0,0,0,18.10536,18.10536,7,900
2,0,0,0,0,1,0,0,25,20,0,1,0,0,0,0,7.3576,7.3576,12,625
3,1,0,1,0,0,1,0,30,23,0,1,1,35,40,22.05181,53.66534,31.61355,16,900
3,1,0,1,0,0,1,0,31,19,0,1,0,0,0,0,14.76768,14.76768,12,961
3,1,0,1,0,0,1,0,30,21,0,1,0,0,0,0,17.59106,17.59106,10,900
5,1,0,1,0,0,1,0,34,16,0,1,0,0,0,0,32.12784,32.12784,0,1156
2,0,0,1,0,0,1,0,33,22,0,1,1,36,40,25.8933,64.88544,38.99213,16,1089
2,0,0,0,1,0,0,0,30,25,0,1,1,52,40,27.04784,49.42503,22.37719,12,900
3,1,1,0,1,1,1,0,27,16,0,1,1,52,40,8.40719,16.81438,8.40719,9,729
2,0,0,1,0,0,1,0,25,20,0,1,1,52,40,18.94503,34.95122,16.0062,12,625
5,1,0,0,0,1,0,0,31,20,0,1,0,0,0,0,62.11453,62.11453,3,961
